fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes
train,663,"[1350, 1357): 'HOUSTON'",LOC,Tag,"[1350, 1357): 'HOUSTON'",ORG,Baseball team
train,663,"[1369, 1377): 'ST LOUIS'",LOC,Tag,"[1369, 1377): 'ST LOUIS'",ORG,Baseball team
train,663,"[1394, 1407): 'SAN FRANCISCO'",LOC,Tag,"[1394, 1407): 'SAN FRANCISCO'",ORG,Baseball team
train,663,"[669, 676): 'DETROIT'",LOC,Tag,"[669, 676): 'DETROIT'",ORG,Baseball team
train,663,"[690, 697): 'CHICAGO'",LOC,Tag,"[690, 697): 'CHICAGO'",ORG,Baseball team
train,663,"[709, 718): 'BALTIMORE'",LOC,Tag,"[709, 718): 'BALTIMORE'",ORG,Baseball team
train,663,"[732, 739): 'TORONTO'",LOC,Tag,"[732, 739): 'TORONTO'",ORG,Baseball team
train,663,"[749, 760): 'KANSAS CITY'",LOC,Tag,"[749, 760): 'KANSAS CITY'",ORG,Baseball team
train,663,"[771, 781): 'CALIFORNIA'",LOC,Tag,"[771, 781): 'CALIFORNIA'",ORG,Baseball team
train,663,"[794, 801): 'SEATTLE'",LOC,Tag,"[794, 801): 'SEATTLE'",ORG,
train,663,"[818, 834): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,663,"[230, 246): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,663,"[370, 386): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,663,"[513, 529): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,663,"[965, 981): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,663,"[1098, 1114): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,664,"[82, 94): 'Major League'",MISC,Sentence,"[82, 103): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,664,,,Missing,"[95, 103): 'Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,668,"[1238, 1246): 'Calderon'",LOC,Span,"[1230, 1246): 'Vicente Calderon'",LOC,https://en.wikipedia.org/wiki/Vicente_Calder%C3%B3n_Stadium
train,668,"[1230, 1237): 'Vicente'",PER,Wrong,,,
train,676,"[199, 208): 'Becanovic'",PER,Sentence,"[191, 208): 'Miladin Becanovic'",PER,Sentence boundary between first and last name
train,676,"[191, 198): 'Miladin'",PER,Sentence,"[191, 208): 'Miladin Becanovic'",,Sentence boundary between first and last name
train,676,"[372, 376): 'Enzo'",PER,Sentence,"[372, 382): 'Enzo Scifo'",,Sentence boundary between first and last name
train,676,"[377, 382): 'Scifo'",PER,Sentence,"[372, 382): 'Enzo Scifo'",PER,Sentence boundary between first and last name
train,678,"[316, 322): 'Gerard'",PER,Sentence,"[316, 333): 'Gerard de Nooijer'",,Sentence boundary between first and last name
train,678,"[323, 333): 'de Nooijer'",PER,Sentence,"[316, 333): 'Gerard de Nooijer'",PER,Sentence boundary between first and last name
train,678,"[562, 572): 'Graafschap'",ORG,Sentence,"[562, 583): 'Graafschap Doetinchem'",,Sentence boundary between first and second part of name
train,678,"[573, 583): 'Doetinchem'",ORG,Sentence,"[562, 583): 'Graafschap Doetinchem'",ORG,Sentence boundary between first and second word
train,686,"[1150, 1159): 'Sri Lanka'",LOC,Tag,"[1150, 1159): 'Sri Lanka'",ORG,Cricket team
train,686,"[136, 141): 'India'",LOC,Tag,"[136, 141): 'India'",ORG,Cricket team
train,686,"[146, 155): 'Sri Lanka'",LOC,Tag,"[146, 155): 'Sri Lanka'",ORG,Cricket team
train,686,"[170, 175): 'India'",LOC,Tag,"[170, 175): 'India'",ORG,Cricket team
train,686,"[20, 25): 'INDIA'",LOC,Tag,"[20, 25): 'INDIA'",ORG,Cricket team
train,686,"[28, 37): 'SRI LANKA'",LOC,Tag,"[28, 37): 'SRI LANKA'",ORG,Cricket team
train,686,"[665, 674): 'Sri Lanka'",LOC,Tag,"[665, 674): 'Sri Lanka'",ORG,Cricket team
train,686,"[897, 909): 'Tillekeratne'",PER,Sentence,"[890, 909): 'Hashan Tillekeratne'",PER,Sentence boundary between first and last name
train,686,"[94, 100): 'Singer'",MISC,Sentence,"[94, 113): 'Singer World Series'",,"Sentence boundary between ""Singer"" and ""World"""
train,686,"[101, 113): 'World Series'",MISC,Sentence,"[94, 113): 'Singer World Series'",MISC,"Sentence boundary between ""Singer"" and ""World"""
train,698,,,Missing,"[1171, 1177): 'Apache'",MISC,
train,698,"[1994, 2008): 'Crystal Palace'",ORG,Tag,"[1994, 2008): 'Crystal Palace'",LOC,
train,698,"[349, 366): 'Florentine Guelfs'",LOC,Tag,"[349, 366): 'Florentine Guelfs'",ORG,https://www.merriam-webster.com/dictionary/Guelf
train,701,"[1072, 1079): 'England'",LOC,Tag,"[1072, 1079): 'England'",ORG,National rugby team
train,701,"[17, 30): 'union-England'",MISC,Token,"[23, 30): 'England'",ORG,"English national rugby team: ""Rugbyï¿½union-Englandï¿½given final chance to stay inï¿½Five Nations."""
train,701,"[372, 380): 'Scotland'",LOC,Tag,"[372, 380): 'Scotland'",ORG,National rugby team
train,701,"[382, 387): 'Wales'",LOC,Tag,"[382, 387): 'Wales'",ORG,National rugby team
train,701,"[389, 396): 'Ireland'",LOC,Tag,"[389, 396): 'Ireland'",ORG,National rugby team
train,701,"[401, 407): 'France'",LOC,Tag,"[401, 407): 'France'",ORG,National rugby team
train,701,"[659, 666): 'England'",LOC,Tag,"[659, 666): 'England'",ORG,National rugby team
train,701,"[93, 100): 'England'",LOC,Tag,"[93, 100): 'England'",ORG,"English national rugby team: ""Englandï¿½have been given a final chance to remain in theï¿½Five Nationsï¿½' championshipï¿½"""
train,713,,,Missing,"[2362, 2370): 'Belgians'",MISC,
train,724,,,Missing,"[1233, 1243): 'U.S.-bound'",MISC,
train,724,"[1299, 1308): 'Salamanca'",LOC,Tag,"[1299, 1308): 'Salamanca'",PER,
train,724,"[395, 401): 'Adolfo'",PER,Span,"[395, 411): 'Adolfo Salamanca'",PER,
train,724,"[402, 411): 'Salamanca'",LOC,Wrong,,,
train,725,"[134, 141): 'Richter'",PER,Tag,"[134, 141): 'Richter'",MISC,Term derived from the name of Dr. Richter
train,734,"[11, 31): 'BALANCE-Water Dist 1'",MISC,Token,"[19, 31): 'Water Dist 1'",ORG,
train,734,"[45, 48): 'Kan'",LOC,Sentence,"[45, 49): 'Kan.'",,Incorrect sentence boundary led to period not being included in abbreviation
train,734,"[64, 80): 'WATER DISTRICT 1'",MISC,Tag,"[64, 80): 'WATER DISTRICT 1'",ORG,
train,734,"[84, 94): 'JOHNSON CO'",ORG,Sentence,"[84, 95): 'JOHNSON CO.'",,Incorrect sentence boundary led to period not being included in abbreviation
train,738,"[602, 605): 'S-1'",MISC,Sentence,"[585, 605): 'Shabwa Block No. S-1'",MISC,"Sentence boundary between ""No."" and ""S-1"""
train,738,"[585, 601): 'Shabwa Block No.'",MISC,Sentence,"[585, 605): 'Shabwa Block No. S-1'",,
train,758,"[263, 266): 'Ark'",LOC,Sentence,"[263, 267): 'Ark.'",LOC,Sentence boundary between period and comma confused human labeler
train,759,"[192, 209): 'Benevolent Assoc.'",ORG,Sentence,"[156, 209): 'Colorado Health Fac. Auth. National Benevolent Assoc.'",ORG,
train,764,"[557, 561): 'Nazi'",MISC,Tag,"[557, 561): 'Nazi'",ORG,"""Nazi party"" ==> Political party"
train,778,"[371, 382): 'Maryborough'",PER,Tag,"[371, 382): 'Maryborough'",LOC,"The shooting occured around 6.30 a.m. (2030ï¿½GMT) on Tuesday atï¿½Glenwood, south ofï¿½Maryborough,ï¿½"
train,778,"[63, 71): 'BRISBANE'",ORG,Tag,"[63, 71): 'BRISBANE'",LOC,Dateline of article
train,780,"[627, 634): 'Son Sen'",LOC,Tag,"[627, 634): 'Son Sen'",PER,https://en.wikipedia.org/wiki/Son_Sen
train,780,,,Missing,"[64, 77): 'ARANYAPRATHET'",LOC,
train,780,"[778, 783): 'Khmer'",ORG,Tag,"[778, 783): 'Khmer'",MISC,"""the Khmer people"" ==> Cambodians"
train,794,"[41, 47): 'Iberia'",ORG,Tag,"[41, 47): 'Iberia'",LOC,"""NATO military chiefs to visit Iberia."""
train,796,"[74, 88): 'UNITED NATIONS'",ORG,Tag,"[74, 88): 'UNITED NATIONS'",LOC,"Dateline of article, indicating United Nations building in New York City"
train,800,"[1108, 1115): 'Affleck'",PER,Sentence,"[1103, 1115): 'Paul Affleck'",PER,Sentence boundary between first and last name
train,800,"[1103, 1107): 'Paul'",PER,Sentence,"[1103, 1115): 'Paul Affleck'",,Sentence boundary between first and last name
train,800,"[478, 482): 'Mark'",PER,Sentence,"[478, 488): 'Mark Davis'",,Sentence boundary between first and last name
train,800,"[483, 488): 'Davis'",PER,Sentence,"[478, 488): 'Mark Davis'",PER,Sentence boundary between first and last name
train,800,"[552, 558): 'Retief'",PER,Sentence,"[552, 565): 'Retief Goosen'",,Sentence boundary between first and last name
train,800,"[559, 565): 'Goosen'",PER,Sentence,"[552, 565): 'Retief Goosen'",PER,Sentence boundary between first and last name
train,800,"[831, 834): 'Ian'",PER,Sentence,"[831, 842): 'Ian Woosnam'",,Sentence boundary between first and last name
train,800,"[835, 842): 'Woosnam'",PER,Sentence,"[831, 842): 'Ian Woosnam'",PER,Sentence boundary between first and last name
train,800,"[886, 890): 'Klas'",PER,Sentence,"[886, 899): 'Klas Eriksson'",,Sentence boundary between first and last name
train,800,"[891, 899): 'Eriksson'",PER,Sentence,"[886, 899): 'Klas Eriksson'",PER,Sentence boundary between first and last name
train,800,"[993, 1000): 'Coltart'",PER,Sentence,"[986, 1000): 'Andrew Coltart'",PER,Sentence boundary between first and last name
train,800,"[986, 992): 'Andrew'",PER,Sentence,"[986, 1000): 'Andrew Coltart'",,Sentence boundary between first and last name
train,800,"[11, 15): 'GOLF'",LOC,Wrong,,,
train,803,"[786, 793): 'Lampros'",PER,Sentence,"[786, 806): 'Lampros Vasilopoulos'",,Sentence boundary between first and last name
train,803,"[794, 806): 'Vasilopoulos'",PER,Sentence,"[786, 806): 'Lampros Vasilopoulos'",PER,Sentence boundary between first and last name
train,805,"[1218, 1225): 'England'",LOC,Tag,"[1218, 1225): 'England'",ORG,Cricket team
train,805,"[154, 161): 'England'",LOC,Tag,"[154, 161): 'England'",ORG,Cricket team
train,805,"[166, 174): 'Pakistan'",LOC,Tag,"[166, 174): 'Pakistan'",ORG,Cricket team
train,805,"[20, 27): 'ENGLAND'",LOC,Tag,"[20, 27): 'ENGLAND'",ORG,Cricket team
train,805,"[30, 38): 'PAKISTAN'",LOC,Tag,"[30, 38): 'PAKISTAN'",ORG,Cricket team
train,805,"[671, 678): 'England'",LOC,Tag,"[671, 678): 'England'",ORG,Cricket team
train,808,,,Missing,"[106, 125): 'county championship'	",MISC,https://en.wikipedia.org/wiki/County_Championship
train,808,"[20, 47): 'ENGLISH COUNTY CHAMPIONSHIP'",MISC,Span,"[20, 27): 'ENGLISH'",MISC,The County Championship is an event held in England
train,808,,,Missing,"[28, 47): COUNTY CHAMPIONSHIP'",MISC,The County Championship is an event held in England
train,817,"[1207, 1215): 'NEW YORK'",LOC,Tag,"[1207, 1215): 'NEW YORK'",ORG,Baseball team
train,817,"[1227, 1234): 'HOUSTON'",LOC,Tag,"[1227, 1234): 'HOUSTON'",ORG,Baseball team
train,817,"[1249, 1257): 'COLORADO'",LOC,Tag,"[1249, 1257): 'COLORADO'",ORG,Baseball team
train,817,"[1269, 1279): 'PITTSBURGH'",LOC,Tag,"[1269, 1279): 'PITTSBURGH'",ORG,Baseball team
train,817,"[1295, 1303): 'MONTREAL'",LOC,Tag,"[1295, 1303): 'MONTREAL'",ORG,Baseball team
train,817,"[1315, 1323): 'ST LOUIS'",LOC,Tag,"[1315, 1323): 'ST LOUIS'",ORG,Baseball team
train,817,"[674, 681): 'DETROIT'",LOC,Tag,"[674, 681): 'DETROIT'",ORG,Baseball team
train,817,"[695, 704): 'MILWAUKEE'",LOC,Tag,"[695, 704): 'MILWAUKEE'",ORG,Baseball team
train,817,"[717, 727): 'CALIFORNIA'",LOC,Tag,"[717, 727): 'CALIFORNIA'",ORG,Baseball team
train,817,"[741, 748): 'SEATTLE'",LOC,Tag,"[741, 748): 'SEATTLE'",ORG,Baseball team
train,817,"[1045, 1061): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,817,"[234, 250): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,817,"[374, 390): 'CENTRAL DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,817,"[517, 533): 'WESTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,817,"[765, 781): 'EASTERN DIVISION'",MISC,Wrong,,,Divisions of leagues not considered entities
train,819,"[84, 96): 'Major League'",MISC,Sentence,"[84, 105): 'Major League Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,819,,,Missing,"[97, 105): 'Baseball'",MISC,"Sentence boundary between ""League"" and ""Baseball"""
train,821,"[690, 697): 'Atlanta'",LOC,Tag,"[690, 697): 'Atlanta'",ORG,Atlanta Braves
train,829,"[16, 23): 'EMBASSY'",MISC,Wrong,,,"Generic term ""embassy"", not tagged as an entity in the first sentence of the article"
train,830,"[65, 67): 'AD'",ORG,Wrong,,,
train,832,"[419, 427): 'EUROLIRA'",ORG,Tag,"[419, 427): 'EUROLIRA'",MISC,Name of a type of futures contract derived from names of currencies
train,832,"[452, 461): 'EUROSWISS'",ORG,Tag,"[452, 461): 'EUROSWISS'",MISC,
train,852,"[547, 576): 'Mayor Antonio Gonzalez Garcia'",PER,Span,"[553, 576): 'Antonio Gonzalez Garcia'",PER,Titles of persons not considered entities
train,871,"[193, 204): 'MS-NBC News'",MISC,Tag,"[193, 204): 'MS-NBC News'",ORG,
train,872,"[221, 239): 'CHICAGO AREA MILLS'",MISC,Both,"[221, 228): 'CHICAGO'",LOC,Generic mention of mills in the area of Chicago
train,872,"[382, 389): 'DECATUR'",ORG,Tag,"[382, 389): 'DECATUR'",LOC,
train,872,"[382, 389): 'DECATUR'",MISC,Tag,"[382, 389): 'DECATUR'",LOC,
train,872,,,Missing,"[395, 402): 'CLINTON'",LOC,Two cities in Iowa
train,872,"[395, 419): 'CLINTON AND CEDAR RAPIDS'",ORG,Both,"[407, 419): 'CEDAR RAPIDS'",LOC,Two cities in Iowa
train,874,"[59, 65): 'RENNES'",ORG,Tag,"[59, 65): 'RENNES'",LOC,
train,879,"[718, 724): 'Tigers'",ORG,Span,"[712, 724): 'Tamil Tigers'",ORG,
train,880,"[50, 56): 'DENVER'",PER,Tag,"[50, 56): 'DENVER'",LOC,
train,893,"[124, 130): 'Fowler'",PER,Span,"[118, 130): 'Wyche Fowler'",PER,
train,904,"[507, 514): 'Ajaccio'",ORG,Tag,"[507, 514): 'Ajaccio'",LOC,"""the island capital Ajaccio."""
train,918,"[11, 24): 'INTERVIEW-T&N'",MISC,Token,"[21, 24): 'T&N'",ORG,Tokenizer treated 'INTERVIEW-T&N' as a single token
train,919,"[112, 119): 'Richter'",PER,Tag,"[112, 119): 'Richter'",MISC,"Richter scale, not Richter the person"
train,930,"[706, 707): '3'",ORG,Sentence,"[698, 707): 'CDU No. 3'",ORG,"Sentence boundary between ""No."" and ""3"""
train,930,"[698, 705): 'CDU No.'",ORG,Sentence,"[698, 707): 'CDU No. 3'",,"Sentence boundary between ""No."" and 3"
train,937,"[1626, 1648): 'Goldman, Sachs and Co.'",ORG,Sentence,"[1626, 1652): 'Goldman, Sachs and Co. Inc'",,"Sentence boundary between ""Co."" and ""Inc"""
train,937,"[1649, 1652): 'Inc'",ORG,Sentence,"[1626, 1652): 'Goldman, Sachs and Co. Inc'",ORG,"Sentence boundary between ""Co."" and ""Inc."""
train,937,"[1649, 1652): 'Inc'",ORG,Sentence,"[1626, 1653): 'Goldman, Sachs and Co. Inc.'",,"Two incorrect sentence boundaries; one before ""Inc."" and one after ""Inc."""
train,939,"[185, 190): 'Wales'",LOC,Tag,"[185, 190): 'Wales'",ORG,Soccer team
train,939,"[19, 24): 'WALES'",LOC,Tag,"[19, 24): 'WALES'",ORG,Soccer team
train,939,"[30, 40): 'SAN MARINO'",LOC,Tag,"[30, 40): 'SAN MARINO'",ORG,Soccer team
train,939,"[88, 93): 'Wales'",LOC,Tag,"[88, 93): 'Wales'",ORG,Soccer team
train,939,"[99, 109): 'San Marino'",LOC,Tag,"[99, 109): 'San Marino'",ORG,Soccer team
train,944,"[1036, 1042): 'Africa'",LOC,Sentence,"[1030, 1042): 'South Africa'",LOC,
train,944,"[1030, 1035): 'South'",LOC,Sentence,"[1030, 1042): 'South Africa'",,"Sentence boundary between ""South"" and ""Africa"""
train,944,"[415, 420): 'South'",LOC,Sentence,"[415, 427): 'South Africa'",LOC,"Sentence boundary between ""South"" and ""Africa"""
